theme;block;globalBlockHeight;element_id;total_elements;elementHeight;elementWidth;x_orig;y_orig;x_end;y_end;rap_size;type
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_077e37a6a838;10;0.75;0.875;73.3125;15.0;74.1875;15.75;1.1666666666666667;vector
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_9bbba44adef2;10;0.875;0.6875;70.1875;14.9375;70.875;15.8125;0.7857142857142857;vector
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_e6d37636b63e;10;0.875;0.875;66.8125;14.9375;67.6875;15.8125;1.0;vector
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_741a7d9edf5c;10;0.875;0.375;63.8125;14.9375;64.1875;15.8125;0.42857142857142855;vector
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_a08d64bf9486;10;1.0;18.4375;5.625;15.0;24.0625;16.0;18.4375;text
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_62af6738cdc2;10;0.0625;68.75;5.625;13.1875;74.375;13.25;1100.0;shape
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_67c605f7ecd6;10;3.75;23.375;35.3125;5.625;58.6875;9.375;6.233333333333333;text
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_d6a3fd300423;10;1.0;11.875;35.3125;3.75;47.1875;4.75;11.875;text
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_e54689327057;10;3.75;19.0;5.625000000000001;5.625;24.625;9.375;5.066666666666666;text
zephyr-blocks;text_on_the_top_and_social_media_links_on_the_bottom.json;316.0;element_id_02443cc5b7be;10;1.0;11.875;5.625000000000001;3.75;17.5;4.75;11.875;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_995b13d3cb17;11;33.125;26.25;26.875;15.8125;53.125;48.9375;0.7924528301886793;image
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_2a2539ffb41a;11;0.8125;15.3125;57.8125;37.1875;73.125;38.0;18.846153846153847;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_ca10dc6d1422;11;5.5;15.3125;57.8125;28.375;73.125;33.875;2.784090909090909;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_f571b38099dc;11;1.0;15.3125;57.8125;25.375;73.125;26.375;15.3125;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_30f221abe1c6;11;1.9375;15.3125;57.8125;23.3125;73.125;25.25;7.903225806451613;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_27a67a4a2b7a;11;0.8125;15.3125;6.875;37.1875;22.1875;38.0;18.846153846153847;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_0a8eecd223a3;11;5.5;15.3125;6.875;28.375;22.1875;33.875;2.784090909090909;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_581d0f2dd0dd;11;1.0;15.3125;6.875;25.375;22.1875;26.375;15.3125;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_e12a38dc1bce;11;1.9375;15.3125;6.875;23.3125;22.1875;25.25;7.903225806451613;text
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_b4612fe06735;11;5.625;0.0625;40.0;10.1875;40.0625;15.8125;0.011111111111111112;vector
zephyr-blocks;text_with_link_left_image_with_title_centred_and_text_with_link_right.json;783.0;element_id_0428393af7b8;11;2.6875;27.1875;26.4375;5.9375;53.625;8.625;10.116279069767442;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_17735e58c47b;25;30.125;23.75;50.625;86.8125;74.375;116.9375;0.7883817427385892;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_cc8aa1af9b52;25;6.5;6.0625;9.0625;86.8125;15.125;93.3125;0.9326923076923077;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_b59b9b34e1a7;25;3.125;11.875;20.9375;113.8125;32.8125;116.9375;3.8;button
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_0834f53cdaab;25;30.125;23.75;5.625;49.1875;29.375;79.3125;0.7883817427385892;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_5bd4b889b293;25;6.5;6.0625;67.25;69.4375;73.3125;75.9375;0.9326923076923077;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_4fc9afae9089;25;3.125;11.875;35.3125;76.1875;47.1875;79.3125;3.8;button
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_29496e228e2e;25;30.125;23.75;50.625;11.5625;74.375;41.6875;0.7883817427385892;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_984c468b5ad7;25;6.5;6.0625;9.0625;11.5625;15.125;18.0625;0.9326923076923077;image
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_b6f3613696f1;25;3.125;11.875;20.9375;38.5625;32.8125;41.6875;3.8;button
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_fbd7980b30a8;25;1.0;17.8125;20.9375;96.375;38.75;97.375;17.8125;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_3dde9361d46c;25;11.0;17.8125;20.9375;97.75;38.75;108.75;1.6193181818181819;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_5a3f99616552;25;1.0;9.375;5.625;97.75;15.0;98.75;9.375;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_6f4a0d8223fc;25;8.25;9.375;5.625;99.25;15.0;107.5;1.1363636363636365;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_53705e491824;25;2.25;22.6875;20.9375;90.5625;43.625;92.8125;10.083333333333334;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_14a57b576a10;25;1.0;9.375;63.8125;52.93750023841858;73.1875;53.93750023841858;9.375;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_7a2f0ea26442;25;8.25;9.375;63.8125;54.43750023841858;73.1875;62.68750023841858;1.1363636363636365;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_daf569ca0bc4;25;1.0;17.8125;35.3125;60.0;53.125;61.0;17.8125;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_fcce5732739c;25;11.0;17.8125;35.3125;61.375;53.125;72.375;1.6193181818181819;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_ede5c5543092;25;4.5;22.6875;35.3125;52.9375;58.0;57.4375;5.041666666666667;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_780496c1dde2;25;1.0;17.8125;20.9375;21.125;38.75;22.125;17.8125;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_712a96a903b1;25;11.0;17.8125;20.9375;22.5;38.75;33.5;1.6193181818181819;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_ad55748b1bc4;25;1.0;9.375;5.625;22.5;15.0;23.5;9.375;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_97259748a890;25;8.25;9.375;5.625;24.0;15.0;32.25;1.1363636363636365;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_c20359e91343;25;2.25;22.6875;20.9375;15.3125;43.625;17.5625;10.083333333333334;text
zephyr-blocks;3_rows_with_image_and_text_and_call_to_actions.json;2061.0;element_id_2fba23e15572;25;1.5625;26.25;26.875;5.0;53.125;6.5625;16.8;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_c2e6e3a59ec9;13;26.0;38.75;41.25;0.0;80.0;26.0;1.4903846153846154;image
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_59dc6646b1dd;13;3.125;11.875;5.625;43.9375;17.5;47.0625;3.8;button
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_dde85ffc1373;13;4.125;12.5;59.9375;42.9375;72.4375;47.0625;3.0303030303030303;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_76861607cc7a;13;1.0;12.5;59.9375;40.75;72.4375;41.75;12.5;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_e061c7d4f781;13;4.125;12.5;42.0625;42.9375;54.5625;47.0625;3.0303030303030303;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_e0078270e4a5;13;1.0;12.5;42.0625;40.75;54.5625;41.75;12.5;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_64962b15b44b;13;4.125;12.5;60.0625;31.0;72.5625;35.125;3.0303030303030303;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_e870139c9371;13;1.0;12.5;60.0625;28.8125;72.5625;29.8125;12.5;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_d3dfb33b403a;13;5.5;12.5;42.1875;31.0;54.6875;36.5;2.272727272727273;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_a1c2ac97c854;13;1.0;12.5;42.1875;28.8125;54.6875;29.8125;12.5;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_f3b3ab305a4e;13;10.5;23.75;5.625;29.0;29.375;39.5;2.261904761904762;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_0943d7b5009e;13;1.5625;21.25;5.625;16.6875;26.875;18.25;13.6;text
zephyr-blocks;text_with_call_to_action_left_and_image_with_4_text_columns_right.json;853.0;element_id_ae67e026449f;13;10.875;33.125;5.625;3.3125;38.75;14.1875;3.045977011494253;text
zephyr-blocks;2_images_and_display_text_with_call_to_action.json;720.0;element_id_a4b5ee813e5b;5;0.625;1.0625;46.1875;39.62500004644335;47.25;40.25000004644335;1.7;vector
zephyr-blocks;2_images_and_display_text_with_call_to_action.json;720.0;element_id_cb52546d7011;5;20.0625;33.125;41.25;11.25;74.375;31.3125;1.6510903426791277;image
zephyr-blocks;2_images_and_display_text_with_call_to_action.json;720.0;element_id_1833d94ae441;5;16.6875;27.1875;5.625;6.5625;32.8125;23.25;1.6292134831460674;image
zephyr-blocks;2_images_and_display_text_with_call_to_action.json;720.0;element_id_9c3fe4c850c6;5;1.0;11.875;32.8125;39.50000004470349;44.6875;40.50000004470349;11.875;text
zephyr-blocks;2_images_and_display_text_with_call_to_action.json;720.0;element_id_637629037307;5;10.875;41.5625;19.25;25.625;60.8125;36.5;3.82183908045977;text
zephyr-blocks;display_title_and_quote_on_top_and_full_weight_image_and_text_on_bottom.json;720.0;element_id_0f819e75856a;4;21.625;80.0;0.0;23.375;80.0;45.0;3.699421965317919;image
zephyr-blocks;display_title_and_quote_on_top_and_full_weight_image_and_text_on_bottom.json;720.0;element_id_cbf143b55ef8;4;2.0;11.875;5.625;38.0;17.5;40.0;5.9375;text
zephyr-blocks;display_title_and_quote_on_top_and_full_weight_image_and_text_on_bottom.json;720.0;element_id_a5ef2af36b2b;4;4.0;13.5;60.875;8.4375;74.375;12.4375;3.375;text
zephyr-blocks;display_title_and_quote_on_top_and_full_weight_image_and_text_on_bottom.json;720.0;element_id_73f977379c38;4;10.875;29.6875;5.625;5.0;35.3125;15.875;2.7298850574712645;text
zephyr-blocks;image_with_text_left_and_text_with_image_right.json;658.0;element_id_86ed626aef2c;5;14.4375;11.875;62.5;20.4375;74.375;34.875;0.8225108225108225;image
zephyr-blocks;image_with_text_left_and_text_with_image_right.json;658.0;element_id_56c815869ab6;5;28.625;21.25;5.625;6.25;26.875;34.875;0.74235807860262;image
zephyr-blocks;image_with_text_left_and_text_with_image_right.json;658.0;element_id_b14fd010c67f;5;0.8125;11.875;47.1875;34.125;59.0625;34.9375;14.615384615384615;text
zephyr-blocks;image_with_text_left_and_text_with_image_right.json;658.0;element_id_72fd1d9dd1d8;5;4.125;11.875;47.1875;28.5;59.0625;32.625;2.878787878787879;text
zephyr-blocks;image_with_text_left_and_text_with_image_right.json;658.0;element_id_180546c15a26;5;10.9375;29.6875;23.4375;10.5;53.125;21.4375;2.7142857142857144;text
zephyr-blocks;2_images_overlap_left_and_text_right.json;618.0;element_id_d6f4d26080ad;5;34.25;26.25;12.5;0.0;38.75;34.25;0.7664233576642335;image
zephyr-blocks;2_images_overlap_left_and_text_right.json;618.0;element_id_b430fcac56de;5;12.25;9.375;5.625;17.5;15.0;29.75;0.7653061224489796;image
zephyr-blocks;2_images_overlap_left_and_text_right.json;618.0;element_id_7e91d023bfbe;5;2.0;13.625;57.3125;28.75;70.9375;30.75;6.8125;text
zephyr-blocks;2_images_overlap_left_and_text_right.json;618.0;element_id_426fb6d6eb40;5;10.5;21.25;47.1875;12.375;68.4375;22.875;2.0238095238095237;text
zephyr-blocks;2_images_overlap_left_and_text_right.json;618.0;element_id_59f2ee4b15a7;5;4.5;21.25;47.1875;5.375;68.4375;9.875;4.722222222222222;text
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_447864a354a1;8;10.125;21.25;8.125;34.875;29.375;45.0;2.0987654320987654;image
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_c16f42eb25b6;8;0.625;1.0625;50.0625;39.62500004644335;51.125;40.25000004644335;1.7;vector
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_794c62799211;8;28.25;21.25;29.375;3.125;50.625;31.375;0.7522123893805309;image
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_17bbe0f12566;8;1.0;11.875;36.6875;39.50000004470349;48.5625;40.50000004470349;11.875;text
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_183ff97771d2;8;5.5;17.8125;56.5625;26.5625;74.375;32.0625;3.2386363636363638;text
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_eaa8075d2673;8;4.125;17.8125;56.5625;16.4375;74.375;20.5625;4.318181818181818;text
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_50abf327d7e3;8;1.0;17.8125;56.5625;14.5;74.375;15.5;17.8125;text
zephyr-blocks;display_text_with_2_images_left_and_text_right.json;720.0;element_id_589c137ddda5;8;16.3125;27.1875;5.625;5.1875;32.8125;21.5;1.6666666666666667;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_0817fbd213ac;12;33.625;68.8125;5.625;47.75;74.4375;81.375;2.046468401486989;video
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_a958ede83666;12;21.5;27.25;44.6875;13.875;71.9375;35.375;1.2674418604651163;image
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_dfaa4c76222b;12;21.5;26.25;9.0625;13.875;35.3125;35.375;1.2209302325581395;image
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_f3d6872a7e4c;12;2.625;56.3125;11.875;72.4375;68.1875;75.0625;21.452380952380953;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_ea5bf12ea0c1;12;2.75;56.3125;11.875;69.6875;68.1875;72.4375;20.477272727272727;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_a8cfb9df2c26;12;0.8125;10.566326141357422;61.375;39.375;71.94132614135742;40.1875;13.004709097055288;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_9ba55d52a559;12;1.0;10.566326141357422;44.6875;39.375;55.25382614135742;40.375;10.566326141357422;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_998c84c4df69;12;1.5625;27.25;44.6875;36.875;71.9375;38.4375;17.44;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_6fa4f8418316;12;0.8125;10.178570747375488;25.11422348022461;39.375;35.2927942276001;40.1875;12.527471689077524;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_bfb607d332de;12;1.0;10.178570747375488;9.0625;39.375;19.24107074737549;40.375;10.178570747375488;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_32c78dcabc5a;12;1.5625;26.25;9.0625;36.875;35.3125;38.4375;16.8;text
zephyr-blocks;2_cards_with_text_and_image_on_the_top_and_video_on_the_bottom.json;1302.0;element_id_79959c03c06c;12;1.5;45.0;17.5;6.25;62.5;7.75;30.0;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_0ccfc1256f13;17;3.125;14.375;32.8125;83.0625;47.1875;86.1875;4.6;button
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_70180657145b;17;24.25;17.8125;56.5625;48.0625;74.375;72.3125;0.7345360824742269;image
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_242c9607183d;17;24.25;45.0;5.625;48.0625;50.625;72.3125;1.8556701030927836;image
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_cfb28f330e6f;17;17.375;17.8125;56.5625;18.5;74.375;35.875;1.025179856115108;image
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_6ff0e6c82a99;17;24.25;23.75;26.875;11.625;50.625;35.875;0.979381443298969;image
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_e85f220ac06c;17;17.375;15.3125;5.625;18.5;20.9375;35.875;0.8812949640287769;image
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_a9ff327636a0;17;1.0;17.8125;56.5625;78.6875;74.375;79.6875;17.8125;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_08b742deb6cd;17;1.9375;17.8125;56.5625;74.8125;74.375;76.75;9.193548387096774;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_ec563a2fb42a;17;1.0;30.75;12.75;78.6875;43.5;79.6875;30.75;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_0787cb11df6e;17;1.9375;30.75;12.75;74.8125;43.5;76.75;15.870967741935484;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_e96fd46ac7b1;17;1.9375;17.8125;56.5625;38.375;74.375;40.3125;9.193548387096774;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_843e3081bf30;17;1.0;17.8125;56.5625;42.25;74.375;43.25;17.8125;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_202973e5d90b;17;1.0;23.75;26.875;42.25;50.625;43.25;23.75;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_6e8be027425a;17;1.9375;23.75;26.875;38.375;50.625;40.3125;12.258064516129032;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_9adb506a5299;17;1.0;15.3125;5.625;42.25;20.9375;43.25;15.3125;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_2995572dcf84;17;1.9375;15.3125;5.625;38.375;20.9375;40.3125;7.903225806451613;text
zephyr-blocks;5_cards_with_image_and_text_and_call_to_action.json;1449.0;element_id_07a5f44bc749;17;1.0;21.25;5.625;6.25;26.875;7.25;21.25;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_996f276cd618;20;51.875;26.875;0.0;14.0;26.875;65.875;0.5180722891566265;image
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_1446eb0a13b8;20;1.0;11.875;59.0625;45.5;70.9375;46.5;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_67db1bdecedc;20;1.9375;17.8125;56.5625;48.3125;74.375;50.25;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_4fc07092adef;20;5.25;15.3125;59.0625;51.5;74.375;56.75;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_c08cbb0cc636;20;1.0;11.875;37.8125;45.5;49.6875;46.5;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_64f645842244;20;1.9375;17.8125;35.3125;48.3125;53.125;50.25;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_409eddac9ba6;20;5.25;15.3125;37.8125;51.5;53.125;56.75;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_e03169379bd8;20;1.0;11.875;59.0625;29.75;70.9375;30.75;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_a4d003df482e;20;1.9375;17.8125;56.5625;32.5625;74.375;34.5;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_f945deac0bae;20;5.25;15.3125;59.0625;36.375;74.375;41.625;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_00ce9286579f;20;1.0;11.875;37.8125;29.75;49.6875;30.75;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_6906b66523af;20;1.9375;17.8125;35.3125;32.5625;53.125;34.5;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_5526d171d0cd;20;5.25;15.3125;37.8125;36.375;53.125;41.625;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_5b363f7316ff;20;1.0;11.875;59.0625;14.0;70.9375;15.0;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_3491a1ad91e8;20;1.9375;17.8125;56.5625;16.8125;74.375;18.75;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_dc48f7d01da6;20;5.25;15.3125;59.0625;20.625;74.375;25.875;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_3d3c9c93d539;20;1.0;11.875;37.8125;14.0;49.6875;15.0;11.875;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_e52fb16d68ea;20;1.9375;17.8125;35.3125;16.8125;53.125;18.75;9.193548387096774;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_bbdb6e0cb75f;20;5.25;15.3125;37.8125;20.625;53.125;25.875;2.9166666666666665;text
zephyr-blocks;big_image_left_and_6_text_columns_right.json;1054.0;element_id_17b6a66c7ee3;20;2.75;27.1875;26.4375;6.25;53.625;9.0;9.886363636363637;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_15ff879dfb9f;11;26.25;19.75;60.25;2.8125;80.0;29.0625;0.7523809523809524;image
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_d212645b15bd;11;17.0625;13.625;0.0;19.6875;13.625;36.75;0.7985347985347986;image
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_b3bc8aae441c;11;2.625;8.4375;9.0625;5.625;17.5;8.25;3.2142857142857144;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_e44d41b5afc6;11;2.6875;25.375;26.3125;24.31250095367432;51.6875;27.00000095367432;9.44186046511628;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_375b75eb115f;11;1.0;2.5;51.6875;23.87500095367432;54.1875;24.87500095367432;2.5;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_01be2cb42a54;11;2.6875;30.5625;23.6875;19.62500095367432;54.25;22.31250095367432;11.372093023255815;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_70cbc2850201;11;1.0;2.5;21.375;19.18750095367432;23.875;20.18750095367432;2.5;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_489253db6590;11;2.6875;23.1875;27.375;14.9375;50.5625;17.625;8.627906976744185;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_a9b761f4332b;11;1.0;2.5;50.625;14.5;53.125;15.5;2.5;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_249ca228a679;11;2.6875;17.1875;30.375;10.25;47.5625;12.9375;6.395348837209302;text
zephyr-blocks;image_with_text_left_and_centred_text_and_image_right.json;588.0;element_id_eb7f8d2f9ac2;11;1.0;2.5;28.0;9.8125;30.5;10.8125;2.5;text
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_bf510547207a;6;11.0625;15.5625;58.1875;33.9375;73.75;45.0;1.4067796610169492;image
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_66ca9527dd02;6;3.125;11.875;38.75;33.375;50.625;36.5;3.8;button
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_34d844194596;6;22.5;16.9375;12.4375;7.125;29.375;29.625;0.7527777777777778;image
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_1eebd5fd1e49;6;15.375;12.5;20.3125;23.375;32.8125;38.75;0.8130081300813008;image
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_6665899b219b;6;7.0;23.75;38.75;23.375;62.5;30.375;3.392857142857143;text
zephyr-blocks;display_text_with_call_to_action_and_image_collage.json;720.0;element_id_67c486711d9e;6;10.875;33.0625;23.5;8.75;56.5625;19.625;3.0402298850574714;text
zephyr-blocks;text_on_the_top_and_2_image_colages_in_the_midle_and_text_on_the_bottom.json;2506.0;element_id_5ed4bfa71fc7;19;10.875;9.375;46.6875;112.0625;56.0625;122.9375;0.8620689655172413;image
zephyr-blocks;text_on_the_top_and_2_image_colages_in_the_midle_and_text_on_the_bottom.json;2506.0;element_id_15ad7708d9df;19;15.3125;15.3125;15.0;109.4375;30.3125;124.75;1.0;image
zephyr-blocks;text_on_the_top_and_2_image_colages_in_the_midle_and_text_on_the_bottom.json;2506.0;element_id_5040105dd0a4;19;27.5;21.25;27.6875;91.0;48.9375;118.5;0.7727272727272727;image
zephyr-blocks;text_on_the_top_and_2_image_colages_in_the_midle_and_text_on_the_bottom.json;2506.0;element_id_3cfa8911496b;19;6.875;5.9375;18.4375;86.6875;24.375;93.5625;0.8636363636363636;image
