theme;block;globalBlockHeight;element_id;total_elements;elementHeight;elementWidth;x_orig;y_orig;x_end;y_end;rap_size;type
crowd-blocks;fullscreen_background_image_with_text_and_call_to_action.json;540.0;element_id_46364;7;1.125;39.0625;5.625;5.0;44.6875;6.125;34.72222222222222;text
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_17041;7;4.3125;5.875;65.0625;16.375;70.9375;20.6875;1.3623188405797102;image
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_80223;7;4.3125;5.875;51.0625;16.375;56.9375;20.6875;1.3623188405797102;image
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_30480;7;4.3125;5.875;37.0625;16.375;42.9375;20.6875;1.3623188405797102;image
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_99137;7;4.3125;5.875;23.0625;16.375;28.9375;20.6875;1.3623188405797102;image
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_65322;7;4.3125;5.875;9.0625;16.375;14.9375;20.6875;1.3623188405797102;image
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_88786;7;7.0;27.1875;47.1875;5.625;74.375;12.625;3.8839285714285716;text
crowd-blocks;title_with_paragraph_and_small_images_grid.json;421.0;element_id_37959;7;1.9375;23.75;9.0625;5.625;32.8125;7.5625;12.258064516129032;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_73101;15;43.75;80.0;0.0;0.0;80.0;43.75;1.8285714285714285;image
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_26938;15;3.875;21.5;29.25;19.9375;50.75;23.8125;5.548387096774194;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_91799;15;1.125;21.375;29.375;39.5;50.75;40.625;19.0;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_65419;15;11.875;0.0624993294477462;68.40625033800805;14.218750335276129;68.4687496674558;26.093750335276127;0.005263101427178628;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_76076;15;11.875;0.0624993294477462;68.40625033800805;17.656250335276127;68.4687496674558;29.531250335276127;0.005263101427178628;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_39420;15;10.25;0.0625;62.5;16.75;62.5625;27.0;0.006097560975609756;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_40379;15;0.875;9.375;65.0;18.0;74.375;18.875;10.714285714285714;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_55442;15;0.875;9.375;65.0;21.4375;74.375;22.3125;10.714285714285714;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_17102;15;0.875;9.375;65.0;24.875;74.375;25.75;10.714285714285714;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_44052;15;11.875;0.0624993294477462;11.53125033800806;14.218750335276129;11.593749667455807;26.093750335276127;0.005263101427178628;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_25094;15;11.875;0.0624993294477462;11.53125033800806;17.656250335276127;11.593749667455807;29.531250335276127;0.005263101427178628;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_61785;15;10.25;0.0625;17.5;16.75;17.5625;27.0;0.006097560975609756;shape
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_17152;15;0.875;9.375;5.625000002731932;18.0;15.000000002731932;18.875;10.714285714285714;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_19808;15;0.875;9.375;5.625000002731932;21.4375;15.000000002731932;22.3125;10.714285714285714;text
crowd-blocks;fullscreen_image_background_with_links_and_logo.json;700.0;element_id_55364;15;0.875;9.375;5.625000002731932;24.875;15.000000002731932;25.75;10.714285714285714;text
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_72096;7;22.75;17.8125;56.5625;5.625;74.375;28.375;0.782967032967033;image
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_87580;7;22.75;17.8125;35.3125;5.625;53.125;28.375;0.782967032967033;image
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_41882;7;3.125;11.875;5.625;22.75;17.5;25.875;3.8;button
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_69984;7;0.75;12.5625;59.1875;16.625;71.75;17.375;16.75;text
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_93575;7;0.75;12.875;37.75;16.625;50.625;17.375;17.166666666666668;text
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_71602;7;7.0;21.25;5.625;12.0;26.875;19.0;3.0357142857142856;text
crowd-blocks;text_in_left_with_call_to_action_and_two_images_in_the_right.json;544.0;element_id_94429;7;1.9375;21.25;5.625;8.0625;26.875;10.0;10.96774193548387;text
crowd-blocks;autoplay_video_with_framed_text.json;600.0;element_id_35852;5;28.75;68.75;5.625;4.375;74.375;33.125;2.391304347826087;video
crowd-blocks;autoplay_video_with_framed_text.json;600.0;element_id_87611;5;19.375;21.25;29.375;9.0625;50.625;28.4375;1.096774193548387;shape
crowd-blocks;autoplay_video_with_framed_text.json;600.0;element_id_85428;5;2.375;13.625;33.125;19.125;46.75;21.5;5.7368421052631575;text
crowd-blocks;autoplay_video_with_framed_text.json;600.0;element_id_37810;5;3.875;14.375;32.75;12.75;47.125;16.625;3.7096774193548385;text
crowd-blocks;autoplay_video_with_framed_text.json;600.0;element_id_72379;5;0.75;14.375;32.75;24.0;47.125;24.75;19.166666666666668;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_66929;10;41.25;68.75;5.625;10.0625;74.375;51.3125;1.6666666666666667;shape
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_69670;10;7.0;23.75;44.6875;36.3125;68.4375;43.3125;3.392857142857143;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_48056;10;1.5625;23.75;44.6875;33.5;68.4375;35.0625;15.2;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_96419;10;7.0;23.75;11.5625;36.3125;35.3125;43.3125;3.392857142857143;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_18910;10;1.5625;23.75;11.5625;33.5;35.3125;35.0625;15.2;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_57159;10;7.0;23.75;44.6875;19.125;68.4375;26.125;3.392857142857143;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_55113;10;1.5625;23.75;44.6875;16.3125;68.4375;17.875;15.2;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_52679;10;7.0;23.75;11.5625;19.125;35.3125;26.125;3.392857142857143;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_79311;10;1.5625;23.75;11.5625;16.3125;35.3125;17.875;15.2;text
crowd-blocks;2_columns_-_text_framed_with_centered_title.json;901.0;element_id_92427;10;1.9375;21.25;29.375;5.0;50.625;6.9375;10.96774193548387;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_14211;6;3.875;21.25;29.375;5.625;50.625;9.5;5.483870967741935;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_88355;6;1.5625;17.8125;56.5625;10.3125;74.375;11.875;11.4;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_13349;6;1.125;17.8125;56.5625;8.375;74.375;9.5;15.833333333333334;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_12026;6;2.375;21.25;29.375;11.9375;50.625;14.3125;8.947368421052632;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_55029;6;1.5625;17.8125;5.625;10.3125;23.4375;11.875;11.4;text
crowd-blocks;3_columns_-_2_text_lines.json;319.0;element_id_67936;6;1.125;17.8125;5.625;8.375;23.4375;9.5;15.833333333333334;text
crowd-blocks;2_columns_-_image_right_with_title_and_paragraph_in_left.json;670.0;element_id_66360;4;25.125;19.0625;44.0625;8.375;63.125;33.5;0.7587064676616916;image
crowd-blocks;2_columns_-_image_right_with_title_and_paragraph_in_left.json;670.0;element_id_62928;4;28.875;22.8125;42.1875;6.5;65.0;35.375;0.79004329004329;shape
crowd-blocks;2_columns_-_image_right_with_title_and_paragraph_in_left.json;670.0;element_id_45960;4;2.25;21.25;15.0;10.0625;36.25;12.3125;9.444444444444445;text
crowd-blocks;2_columns_-_image_right_with_title_and_paragraph_in_left.json;670.0;element_id_80899;4;15.75;21.25;15.0;16.0625;36.25;31.8125;1.3492063492063493;text
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_42302;12;0.719495415687561;0.3714669942855835;39.85288286209106;44.546502113342285;40.22434985637664;45.265997529029846;0.5162882016845151;vector
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_24496;12;15.875;11.5625;62.8125;13.125;74.375;29.0;0.7283464566929134;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_35305;12;15.875;11.4375;51.375;13.125;62.8125;29.0;0.7204724409448819;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_86635;12;15.875;11.4375;39.9375;13.125;51.375;29.0;0.7204724409448819;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_96246;12;15.875;11.4375;28.5;13.125;39.9375;29.0;0.7204724409448819;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_76337;12;15.875;11.4375;17.0625;13.125;28.5;29.0;0.7204724409448819;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_38088;12;15.875;11.4375;5.625;13.125;17.0625;29.0;0.7204724409448819;image
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_45439;12;47.875;68.75;5.625;0.0;74.375;47.875;1.4360313315926894;shape
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_45633;12;1.375;17.8125;31.125;42.75;48.9375;44.125;12.954545454545455;text
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_11446;12;5.25;45.0;17.5;33.375;62.5;38.625;8.571428571428571;text
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_91945;12;1.0;21.25;29.375;8.375;50.625;9.375;21.25;text
crowd-blocks;1_column_-_centered_text_with_multiple_images_framed.json;836.0;element_id_47145;12;2.125;21.25;29.375;5.625;50.625;7.75;10.0;text
crowd-blocks;grid_image_links.json;780.0;element_id_36072;13;18.75;22.875;51.5;24.375;74.375;43.125;1.22;image
crowd-blocks;grid_image_links.json;780.0;element_id_28189;13;18.75;22.9375;28.5625;24.375;51.5;43.125;1.2233333333333334;image
crowd-blocks;grid_image_links.json;780.0;element_id_81620;13;18.75;22.9375;5.625;24.375;28.5625;43.125;1.2233333333333334;image
crowd-blocks;grid_image_links.json;780.0;element_id_76915;13;18.75;22.875;51.5;5.625;74.375;24.375;1.22;image
crowd-blocks;grid_image_links.json;780.0;element_id_72541;13;18.75;22.9375;28.5625;5.625;51.5;24.375;1.2233333333333334;image
crowd-blocks;grid_image_links.json;780.0;element_id_39132;13;1.5625;15.4375;55.25;33.0;70.6875;34.5625;9.88;text
crowd-blocks;grid_image_links.json;780.0;element_id_37607;13;1.5625;15.4375;32.3125;33.0;47.75;34.5625;9.88;text
crowd-blocks;grid_image_links.json;780.0;element_id_30569;13;1.5625;15.4375;9.375;33.0;24.8125;34.5625;9.88;text
crowd-blocks;grid_image_links.json;780.0;element_id_40315;13;1.5625;15.4375;55.25;14.25;70.6875;15.8125;9.88;text
crowd-blocks;grid_image_links.json;780.0;element_id_44520;13;1.5625;15.4375;32.3125;14.25;47.75;15.8125;9.88;text
crowd-blocks;grid_image_links.json;780.0;element_id_91582;13;18.75;22.9375;5.625;5.625;28.5625;24.375;1.2233333333333334;shape
crowd-blocks;grid_image_links.json;780.0;element_id_44369;13;2.125;15.4375;9.375;11.625;24.8125;13.75;7.264705882352941;text
crowd-blocks;grid_image_links.json;780.0;element_id_41719;13;4.125;15.4375;9.375;14.9375;24.8125;19.0625;3.742424242424242;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_71886;12;16.875;16.875;55.3125;45.9375;72.1875;62.8125;1.0;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_45427;12;29.375;21.25;29.375;39.75;50.625;69.125;0.723404255319149;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_60280;12;16.875;16.875;7.8125;45.9375;24.6875;62.8125;1.0;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_33732;12;29.375;21.25;53.125;5.625;74.375;35.0;0.723404255319149;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_14545;12;16.875;16.875;31.5625;11.9375;48.4375;28.8125;1.0;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_47791;12;29.375;21.25;5.625;5.625;26.875;35.0;0.723404255319149;image
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_27196;12;1.5625;21.25;53.125;64.6875;74.375;66.25;13.6;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_19469;12;1.5625;21.25;29.375;71.0;50.625;72.5625;13.6;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_60843;12;1.5625;21.25;5.625;64.6875;26.875;66.25;13.6;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_97738;12;1.5625;21.25;53.125;36.875;74.375;38.4375;13.6;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_24838;12;1.5625;21.25;29.375;30.6875;50.625;32.25;13.6;text
crowd-blocks;3_columns_-_masonry_images_grid_with_title.json;1251.0;element_id_40311;12;1.5625;21.25;5.625;36.875;26.875;38.4375;13.6;text
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_16754;7;23.75;33.125;41.25;5.625;74.375;29.375;1.394736842105263;image
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_56600;7;3.125;11.875;51.875;15.9375;63.75;19.0625;3.8;button
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_12284;7;23.75;33.125;5.625;5.625;38.75;29.375;1.394736842105263;shape
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_76384;7;1.25;21.1875;11.625;22.875;32.8125;24.125;16.95;text
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_21192;7;1.0;21.1875;11.625;21.625;32.8125;22.625;21.1875;text
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_22425;7;3.125;21.1875;11.625;13.4375;32.8125;16.5625;6.78;text
crowd-blocks;2_cards_with_image_with_cta_and_text_framed.json;560.0;element_id_13656;7;1.125;21.1875;11.625;10.9375;32.8125;12.0625;18.833333333333332;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_12820;15;22.5;68.75;5.625;4.375;74.375;26.875;3.0555555555555554;image
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_21843;15;27.75;68.75;5.625;26.875;74.375;54.625;2.4774774774774775;shape
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_91748;15;0.75;15.3125;53.1875;49.5;68.5;50.25;20.416666666666668;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_86600;15;8.75;15.3125;53.1875;37.0;68.5;45.75;1.75;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_42324;15;1.5625;15.3125;53.1875;32.8125;68.5;34.375;9.8;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_18209;15;1.375;15.3125;53.1875;31.25;68.5;32.625;11.136363636363637;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_55770;15;0.75;15.3125;32.375;49.5;47.6875;50.25;20.416666666666668;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_14258;15;8.75;15.3125;32.375;37.0;47.6875;45.75;1.75;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_15465;15;1.5625;15.3125;32.375;32.8125;47.6875;34.375;9.8;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_29710;15;1.375;15.3125;32.375;31.25;47.6875;32.625;11.136363636363637;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_63148;15;0.75;15.3125;11.5625;49.5;26.875;50.25;20.416666666666668;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_45939;15;8.75;15.3125;11.5625;37.0;26.875;45.75;1.75;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_20827;15;1.5625;15.3125;11.5625;32.8125;26.875;34.375;9.8;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_17152;15;1.375;15.3125;11.5625;31.25;26.875;32.625;11.136363636363637;text
crowd-blocks;_framed_image_with_3_columns_text_and_call_to_action.json;944.0;element_id_36577;15;2.75;33.1875;23.375;14.25;56.5625;17.0;12.068181818181818;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_39684;10;21.1875;15.3125;11.5625;31.8125;26.875;53.0;0.7227138643067846;image
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_55518;10;21.1875;15.3125;11.5625;5.625;26.875;26.8125;0.7227138643067846;image
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_69145;10;1.9375;23.75;44.6875;36.4375;68.4375;38.375;12.258064516129032;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_51530;10;1.125;2.0;41.25;36.4375;43.25;37.5625;1.7777777777777777;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_69231;10;5.25;27.1875;41.25;43.125;68.4375;48.375;5.178571428571429;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_91099;10;1.0;23.75;44.6875;39.0;68.4375;40.0;23.75;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_92430;10;1.9375;23.75;44.6875;10.25;68.4375;12.1875;12.258064516129032;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_61307;10;1.125;2.0;41.25;10.25;43.25;11.375;1.7777777777777777;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_96347;10;5.25;27.1875;41.25;16.9375;68.4375;22.1875;5.178571428571429;text
crowd-blocks;2_rows_-_2_columns_image_left_and_text_right.json;938.0;element_id_86753;10;1.0;23.75;44.6875;12.8125;68.4375;13.8125;23.75;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_61804;17;29.1875;21.25;53.125;17.0;74.375;46.1875;0.728051391862955;image
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_64270;17;29.1875;21.25;29.375;17.0;50.625;46.1875;0.728051391862955;image
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_72392;17;29.1875;21.25;5.625;17.0;26.875;46.1875;0.728051391862955;image
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_76446;17;1.9375;21.25;11.5625;5.0;32.8125;6.9375;10.96774193548387;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_86626;17;5.25;33.125;35.3125;5.0;68.4375;10.25;6.309523809523809;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_42132;17;2.25;14.3125;56.625;39.6875;70.9375;41.9375;6.361111111111111;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_45079;17;6.3125;14.375;56.5625;13.8125;70.9375;20.125;2.277227722772277;shape
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_93453;17;1.25;10.625;58.4375;15.125;69.0625;16.375;8.5;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_44351;17;2.25;7.5;60.0;16.5625;67.5;18.8125;3.3333333333333335;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_65870;17;4.5;12.5625;33.6875;38.5625;46.25;43.0625;2.7916666666666665;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_29990;17;6.3125;14.375;32.8125;13.8125;47.1875;20.125;2.277227722772277;shape
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_76304;17;1.25;10.625;34.6875;15.125;45.3125;16.375;8.5;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_19967;17;2.25;7.625;36.1875;16.5625;43.8125;18.8125;3.388888888888889;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_30659;17;2.25;14.3125;9.125;39.6875;23.4375;41.9375;6.361111111111111;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_50839;17;6.3125;14.375;9.0625;13.8125;23.4375;20.125;2.277227722772277;shape
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_72383;17;1.25;10.625;10.9375;15.125;21.5625;16.375;8.5;text
crowd-blocks;3_columns_-_images_with_boxed_text_above.json;800.0;element_id_11058;17;2.25;7.25;12.625;16.5625;19.875;18.8125;3.2222222222222223;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_46af90f5e75e;11;9.375;9.0;41.1875;18.375;50.1875;27.75;0.96;image
nessa-blocks;50-50_with_cta.json;548.0;element_id_2ae8b8e582c7;11;9.375;9.0;41.1875;6.4375;50.1875;15.8125;0.96;image
nessa-blocks;50-50_with_cta.json;548.0;element_id_22511a62f414;11;3.125;11.875;12.125;23.4375;24.0;26.5625;3.8;button
nessa-blocks;50-50_with_cta.json;548.0;element_id_8bca735fa1d4;11;2.375;20.4375;53.9375;21.5625;74.375;23.9375;8.605263157894736;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_49ac1343cfe5;11;1.9375;20.4375;53.9375;18.375;74.375;20.3125;10.548387096774194;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_efe44c99312a;11;2.375;20.4375;53.9375;9.625;74.375;12.0;8.605263157894736;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_1d4e82f910af;11;1.9375;20.4375;53.9375;6.4375;74.375;8.375;10.548387096774194;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_ed21a1d04c0a;11;1.1875;24.875;5.625;18.6875;30.5;19.875;20.94736842105263;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_0adc28c3d054;11;5.25;24.875;5.625;11.25;30.5;16.5;4.738095238095238;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_b0bd8235a05f;11;1.125;24.875;5.625;7.375;30.5;8.5;22.11111111111111;text
nessa-blocks;50-50_with_cta.json;548.0;element_id_b5192ad802d2;11;23.0;0.0625;34.8125;5.875;34.875;28.875;0.002717391304347826;shape
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_0d638fd7ef84;7;14.85667610168457;5.623625755310059;69.48148225948127;18.34480597897112;75.10510801479133;33.201482080655694;0.378525163826679;vector
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_f18919115d5c;7;3.125;11.875;36.5625;24.75;48.4375;27.875;3.8;button
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_5e39295e7fc8;7;27.875;25.5;5.625;0.0;31.125;27.875;0.9147982062780269;image
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_f416f66da4a4;7;33.125;54.22163391113281;20.02893829345703;0.0;74.25057220458984;33.125;1.636879514298349;shape
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_5f90ce7cfc5f;7;3.25;33.1875;36.5625;17.3125;69.75;20.5625;10.211538461538462;text
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_f1f2beaaaf09;7;6.5;33.13197708129883;36.50132751464844;9.6875;69.63330459594727;16.1875;5.097227243276743;text
nessa-blocks;1_overlapping_image_on_left_with_text_on_right.json;530.0;element_id_4c7a1c74d60c;7;1.1875;33.13197708129883;36.50132751464844;6.875;69.63330459594727;8.0625;27.900612278988486;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_04bebdd90651;12;30.5625;20.375;29.8125;9.125;50.1875;39.6875;0.6666666666666666;image
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_cbd19414db93;12;0.0625;80.0;0.0;48.75;80.0;48.8125;1280.0;shape
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_8e1192488f9d;12;1.0;202.5625;-61.25;46.0;141.3125;47.0;202.5625;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_3502b44fbe91;12;0.0625;80.0;0.0;44.1875;80.0;44.25;1280.0;shape
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_ead0889c896e;12;1.5;21.375;5.625;31.0625;27.0;32.5625;14.25;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_f51b92fb2f3e;12;2.375;21.375;5.625;25.082093715667725;27.0;27.457093715667725;9.0;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_ced6e94b293f;12;3.25;21.375;5.625;21.343144178390503;27.0;24.593144178390503;6.576923076923077;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_432c166c86a3;12;1.125;21.375;5.625;18.75;27.0;19.875;19.0;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_490bf4ef9901;12;1.5;21.375;53.0;31.0625;74.375;32.5625;14.25;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_82660d1638fe;12;3.25;21.375;53.0;25.828299045562744;74.375;29.078299045562744;6.576923076923077;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_671697b59d8d;12;4.25;21.375;53.0;20.71969199180603;74.375;24.96969199180603;5.029411764705882;text
nessa-blocks;2_text_columns_with_centered_image.json;781.0;element_id_3c44e909735a;12;1.0;21.375;53.0;18.75;74.375;19.75;21.375;text
nessa-blocks;multiple_links_with_images_and_call_to_action.json;550.0;element_id_79fa3b42fbb6;31;11.25;11.25;47.0;7.125;58.25;18.375;1.0;image
nessa-blocks;multiple_links_with_images_and_call_to_action.json;550.0;element_id_1af6b9d177a3;31;11.25;11.25;34.5625;7.125;45.8125;18.375;1.0;image
nessa-blocks;multiple_links_with_images_and_call_to_action.json;550.0;element_id_552e36e3a91d;31;11.25;11.25;22.125;7.125;33.375;18.375;1.0;image
nessa-blocks;multiple_links_with_images_and_call_to_action.json;550.0;element_id_f06e997f44e5;31;0.125;68.75;5.625;20.875;74.375;21.0;550.0;shape
nessa-blocks;multiple_links_with_images_and_call_to_action.json;550.0;element_id_90c622033d58;31;0.0625;68.75;5.625;31.6875;74.375;31.75;1100.0;shape
